price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,log_price,zipcode_freq,city_freq
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,13.015337030575438,93,1573
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,12.706699437569211,93,1573
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,12.409017571151187,67,176
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,13.215855541983634,106,293
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,13.592368256649284,83,175
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,12.429020177633872,106,293
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,12.25486757159303,56,58
1425000.0,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,14.169683073439028,69,1573
585000.0,2.0,1.0,1770,8640,1.5,0,0,3,1520,250,1949,1998,13.279368835614244,132,1573
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,13.329379172803591,135,235
618500.0,3.0,2.0,1800,5000,1.0,0,0,4,1080,720,1942,1982,13.335054087628247,130,1573
487585.0,4.0,1.75,2010,9211,1.0,0,0,3,1470,540,1977,2004,13.09722196411799,99,187
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,13.14197186821018,95,187
631625.0,4.0,2.5,2440,6651,2.0,0,0,3,2440,0,2014,0,13.356052725810846,132,1573
555000.0,3.0,2.5,1940,3211,2.0,0,0,3,1940,0,2009,0,13.22672519452875,95,187
340000.0,2.0,1.5,1160,1438,2.0,0,0,3,1160,0,2001,0,12.73670383776449,80,1573
830000.0,4.0,2.5,3400,9692,2.0,0,0,3,3400,0,2007,0,13.629182184591333,135,235
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,13.698977865303196,95,187
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,12.812438422654544,89,1573
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,12.936036208848488,88,187
416286.0,3.0,2.5,1408,989,3.0,0,0,3,1408,0,2005,0,12.939130205215296,130,1573
478000.0,3.0,2.5,3040,4535,2.0,0,0,3,3040,0,2007,0,13.077368103521614,83,293
890000.0,5.0,3.5,4490,6000,2.0,0,0,3,3200,1290,2006,0,13.698977865303196,95,187
419190.0,2.0,2.5,1590,1426,2.0,0,0,3,1590,0,2014,0,12.946081942292848,88,187
712198.0,4.0,2.5,2450,4247,2.0,0,0,3,2450,0,2013,1923,13.476112645724855,135,235
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,12.891694078557842,99,187
450000.0,2.0,2.0,1100,3000,1.5,0,0,3,1100,0,1912,2005,13.017005083966255,132,1573
353000.0,3.0,1.0,1350,7740,1.0,0,0,4,860,490,1947,1988,12.77422616877261,89,1573
609000.0,4.0,2.5,2150,37981,2.0,0,0,3,2150,0,1985,0,13.31957518872681,135,235
234000.0,3.0,1.75,1490,8366,1.0,0,0,4,1010,480,1975,0,12.36308066783498,100,43
561000.0,3.0,2.0,2000,7000,2.0,0,0,3,2000,0,1916,1986,13.237477967034438,57,1573
469000.0,2.0,1.0,1030,4400,1.0,0,0,3,1030,0,1924,2011,13.058360179622303,132,1573
329350.0,2.0,1.0,720,6687,1.0,0,0,3,720,0,1942,1999,12.704879330347818,132,1573
488000.0,5.0,2.0,2020,5000,1.5,0,0,4,2020,0,1938,0,13.098072734013511,132,1573
279900.0,3.0,1.75,1580,8151,1.0,0,1,4,1100,480,1962,0,12.5421912482017,56,58
606000.0,4.0,2.5,2110,13850,2.0,0,0,3,2110,0,1987,2000,13.314636915215106,95,187
312000.0,4.0,2.0,1300,7054,1.0,0,0,3,1300,0,1950,2013,12.650761671914688,54,1573
650000.0,3.0,1.5,1630,7475,1.0,0,1,3,1160,470,1940,1996,13.384729180332174,130,1573
1135000.0,4.0,2.75,3370,8103,1.0,0,3,3,1970,1400,1970,2014,13.94214408995452,57,1573
325000.0,4.0,2.5,1890,6156,1.0,0,0,3,980,910,1980,0,12.691583538230216,66,1573
425000.0,4.0,2.0,1520,7983,1.0,0,0,5,1520,0,1967,0,12.959846800844964,99,1
219000.0,2.0,1.0,900,5160,1.0,0,0,3,900,0,1952,2008,12.296831574998258,66,1573
250000.0,3.0,1.0,1050,6874,1.0,0,0,3,1050,0,1954,2005,12.429220196836384,93,123
390000.0,3.0,1.75,1260,6500,1.0,0,0,4,1260,0,1966,0,12.873904582205109,50,286
475000.0,6.0,3.0,3470,117612,1.5,0,0,3,3470,0,1924,2011,13.07107218827772,67,66
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,13.508986756405742,110,286
407000.0,4.0,2.25,2810,23400,1.0,0,1,3,1710,1100,1958,2004,12.91657092142417,56,58
272000.0,3.0,2.5,1650,13816,2.0,0,0,3,1650,0,1998,2006,12.513561021741964,22,22
362000.0,3.0,2.25,1640,14374,1.0,0,0,4,1140,500,1963,0,12.799402253235032,16,74
535000.0,3.0,2.5,1850,10109,2.0,0,0,3,1850,0,1991,0,13.190023895035274,99,187
284000.0,4.0,2.5,2000,5390,2.0,0,0,3,2000,0,2003,0,12.556733038263904,100,185
367500.0,3.0,1.5,1410,9647,1.0,0,0,3,1410,0,1961,2004,12.814481318719762,53,123
379900.0,4.0,1.75,1500,11600,1.0,0,0,4,1000,500,1955,2009,12.847665971443902,67,66
520000.0,3.0,2.5,2460,54885,2.0,0,0,4,2460,0,1980,0,13.161586013632684,106,293
175000.0,3.0,1.0,1010,7034,1.0,0,0,3,1010,0,1954,2005,12.07254696717504,14,293
460000.0,2.0,2.25,1230,929,2.0,0,0,3,1020,210,2004,2003,13.03898394237596,69,1573
345000.0,4.0,2.5,2331,3826,2.0,0,0,3,2331,0,2007,0,12.75130259456002,95,293
455000.0,5.0,2.5,2240,7770,1.0,0,0,3,1340,900,1978,0,13.02805489573287,99,187
610000.0,4.0,3.0,2450,10117,1.0,0,0,5,1580,870,1967,0,13.321215875492411,110,286
563000.0,4.0,3.0,3100,15480,2.0,0,0,3,2400,700,1996,0,13.241036683319184,67,66
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013,13.325305854052749,132,1573
218000.0,3.0,1.75,1850,7684,1.0,0,0,3,1320,530,1979,2014,12.292254928916668,95,148
404000.0,4.0,1.75,1840,10720,1.0,0,0,3,960,880,1958,2004,12.90917263218775,50,286
860000.0,4.0,2.0,3740,32417,2.0,0,0,3,3740,0,2000,0,13.664688831019712,98,235
136500.0,3.0,1.5,1420,8580,1.0,0,0,3,1420,0,1962,2003,11.824087219587645,95,148
313950.0,3.0,1.0,1510,6083,1.0,0,0,4,860,650,1940,2001,12.65699220175776,130,1573
575000.0,3.0,1.75,2130,6500,1.0,0,2,3,1170,960,1954,2005,13.26212705890841,68,1573
1225000.0,4.0,2.25,3490,6906,2.0,0,0,4,2280,1210,1928,0,14.018452218287162,68,1573
280000.0,3.0,1.75,1630,11800,1.0,0,0,4,1630,0,1971,0,12.54254845357358,50,50
515000.0,3.0,2.5,1790,7167,2.0,0,0,3,1790,0,1989,0,13.15192412139156,98,175
513000.0,4.0,2.5,2000,5684,2.0,0,0,3,2000,0,1996,0,13.148033073468746,67,66
599000.0,4.0,2.25,2260,29930,2.0,0,0,4,1400,860,1977,0,13.303018546545276,110,286
685000.0,4.0,2.5,3030,7864,2.0,0,0,3,3030,0,1999,0,13.437175577097312,98,175
365000.0,3.0,1.5,1310,8160,1.0,0,0,3,1310,0,1950,2005,12.807655372286902,93,1573
762300.0,4.0,2.5,3880,14550,2.0,0,0,3,3880,0,1987,2000,13.544096769795,98,175
1580000.0,4.0,3.25,3760,10920,1.5,0,0,5,2400,1360,1950,0,14.272936037914342,49,1573
562000.0,5.0,2.25,3040,8111,2.0,0,0,3,3040,0,1984,0,13.239258908233676,135,235
530000.0,5.0,2.5,2910,9636,1.0,0,0,4,1690,1220,1964,0,13.180634172318978,50,286
525000.0,3.0,2.5,2970,11985,1.0,0,0,3,1770,1200,1995,0,13.171155446333852,98,175
484000.0,2.0,1.75,1660,6000,1.0,0,0,3,1160,500,1942,1999,13.089842251812335,49,1573
725126.0,4.0,2.5,3200,12369,2.0,0,0,3,3200,0,1998,2006,13.49410209090971,106,33
360000.0,4.0,2.0,2680,18768,1.0,0,0,5,2680,0,1965,0,12.793862088206213,67,176
387000.0,3.0,1.0,1230,9568,1.0,0,0,5,1230,0,1962,0,12.866182555987908,83,33
483500.0,4.0,2.5,2740,45732,2.0,0,0,3,2740,0,1995,0,13.088808662125674,52,115
655500.0,4.0,3.5,3380,8330,2.0,0,0,3,3380,0,2000,0,13.39315510773774,53,123
345000.0,3.0,1.0,1110,6250,1.0,0,0,3,1110,0,1956,2001,12.75130259456002,130,1573
533000.0,5.0,2.75,1800,3780,1.5,0,0,3,1400,400,1926,2003,13.186278579318827,148,1573
385000.0,3.0,1.75,1900,5520,1.0,0,0,3,1280,620,1982,0,12.861001210669146,79,1573
675000.0,2.0,1.0,930,36478,1.0,0,2,3,930,0,1951,1994,13.42246945133505,110,286
197000.0,3.0,1.75,1690,7735,1.0,0,0,4,1060,630,1976,1992,12.190964083849376,67,176
485000.0,3.0,2.0,1420,4080,1.5,0,0,3,1420,0,1905,2013,13.091906231773164,148,1573
1870000.0,5.0,4.0,4510,15175,2.0,0,0,3,4510,0,1969,2002,14.441449523589984,86,86
295000.0,3.0,2.25,1980,8000,1.0,0,0,4,1560,420,1974,0,12.59473402514672,95,148
499000.0,2.0,1.75,1170,2400,1.0,0,0,4,740,430,1903,0,13.120363378739665,148,1573
1050000.0,3.0,2.5,2200,1970,2.0,0,0,3,1610,590,2008,0,13.864301674514206,23,1573
191000.0,3.0,1.5,800,8850,1.0,0,0,4,800,0,1959,0,12.160033942617156,95,148
500000.0,3.0,2.5,1480,1171,3.0,0,0,3,1480,0,2006,0,13.122365377402328,69,1573
390000.0,5.0,3.75,2890,5000,1.0,0,0,3,1310,1580,2006,0,12.873904582205109,80,1573
979000.0,3.0,2.5,2690,4047,3.0,0,0,3,2690,0,2014,0,13.794287942962583,132,1573
580000.0,4.0,3.25,3569,8327,2.0,0,0,3,3569,0,2013,1923,13.270785106659046,28,293
369950.0,3.0,2.0,1270,1320,3.0,0,0,3,1270,0,2006,0,12.821125843418026,148,1573
1800000.0,5.0,5.0,4490,10279,2.0,0,0,3,3930,560,2013,1923,14.403297778421797,74,286
776000.0,4.0,2.5,3040,6425,2.0,0,0,3,3040,0,2008,0,13.561909087824318,135,235
519950.0,3.0,2.25,1170,1249,3.0,0,0,3,1170,0,2014,0,13.161489855348382,58,1573
255000.0,5.0,2.25,2060,8632,1.0,0,0,3,1030,1030,1962,2003,12.449022745701502,54,74
495000.0,3.0,1.0,990,6000,1.0,0,0,3,990,0,1943,2002,13.112315061750808,49,1573
510000.0,4.0,2.5,2430,5203,2.0,0,0,3,2430,0,2003,0,13.1421679654829,88,123
1150000.0,4.0,4.0,4460,103382,2.0,0,0,3,4460,0,2001,0,13.955273369904273,98,235
253000.0,3.0,1.75,1250,10122,1.0,0,0,3,1250,0,1994,0,12.441148720271016,9,9
503000.0,3.0,2.75,1540,6760,1.0,0,0,5,1210,330,1980,0,13.12834743715147,99,187
275000.0,3.0,2.5,1600,7000,2.0,0,0,4,1600,0,1993,0,12.524530013005734,96,96
249000.0,3.0,1.0,1110,8423,1.0,0,0,3,1110,0,1952,2008,12.425212191503038,59,74
310000.0,3.0,1.75,1840,10723,1.0,0,0,4,1220,620,1974,0,12.644330802262578,95,293
750000.0,3.0,2.75,2520,5401,1.0,0,0,4,1360,1160,1946,1989,13.527829818844936,49,1573
630000.0,3.0,2.5,2680,327135,2.0,0,0,3,2680,0,1995,0,13.353476685668044,7,7
599999.0,9.0,4.5,3830,6988,2.5,0,0,3,2450,1380,1938,2003,13.304684934198283,148,1573
758000.0,4.0,2.75,2410,9549,1.0,0,0,4,1780,630,1956,0,13.538439983884851,89,187
248500.0,4.0,1.75,1720,10018,1.0,0,0,5,1720,0,1960,0,12.423202148655593,100,43
310000.0,3.0,1.75,2070,37904,1.0,0,0,4,1420,650,1973,0,12.644330802262578,66,185
460000.0,3.0,2.0,1760,9055,2.0,0,0,4,1760,0,1985,0,13.03898394237596,135,235
675000.0,3.0,1.75,1680,10500,1.0,0,0,4,1680,0,1959,0,13.42246945133505,29,286
526000.0,2.0,2.0,1550,2400,1.5,0,0,4,1550,0,1900,1971,13.173058392858724,148,1573
560000.0,3.0,3.0,4120,60392,2.0,0,2,3,3180,940,1994,0,13.235693848424024,22,22
415000.0,4.0,3.0,1830,9548,2.0,0,0,3,1830,0,1991,0,12.936036208848488,67,33
246000.0,3.0,1.0,1400,7410,1.0,0,0,3,1400,0,1944,0,12.413090879946887,59,74
314500.0,3.0,1.75,1870,12381,1.0,0,0,4,1870,0,1957,2001,12.658742534767816,48,148
3200000.0,7.0,4.5,6210,8856,2.5,0,2,5,4760,1450,1910,0,14.978661680269909,30,1573
420000.0,2.0,1.5,1040,3500,1.5,0,0,4,1040,0,1904,0,12.948012371209098,80,1573
535000.0,3.0,1.75,2720,149410,1.5,0,0,3,2720,0,1988,2000,13.190023895035274,22,22
350000.0,3.0,1.0,1010,9360,1.0,0,0,3,1010,0,1981,2013,12.765691290604371,89,187
515000.0,3.0,1.75,1580,9147,1.0,0,1,4,1210,370,1967,0,13.15192412139156,50,286
749950.0,4.0,2.75,2600,6050,2.0,0,0,5,1960,640,1949,0,13.527763150044844,65,1573
230000.0,3.0,2.5,1920,9180,2.0,0,0,3,1920,0,1988,2000,12.345838935721968,14,293
568000.0,3.0,2.0,2350,5080,1.5,0,0,3,1780,570,1929,0,13.24987845826512,79,1573
250000.0,1.0,1.0,1100,4373,1.0,0,0,2,820,280,1947,0,12.429220196836384,59,74
581000.0,4.0,2.0,2510,13695,1.0,0,0,4,1280,1230,1961,2001,13.272507757002964,89,187
651000.0,3.0,2.5,3240,108366,2.0,0,0,4,3240,0,1991,0,13.386266457287835,100,185
600000.0,3.0,2.5,2460,108900,1.0,0,0,4,1860,600,1977,0,13.304686600863562,95,187
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,1906,1990,13.122365377402328,69,1573
475000.0,2.0,1.0,820,2723,1.0,0,0,3,820,0,1921,2000,13.07107218827772,148,1573
352000.0,5.0,2.5,2420,8560,1.0,0,2,3,1620,800,1978,0,12.77138929548529,79,1573
